date,base_position,actual_position,strategy_return,equity,stop_loss_flag
2026-01-22,zz500,zz500,0.004388045540796748,2.3780824536840193,False
2026-01-23,zz500,zz500,0.02951942378084782,2.4482820774201164,False
2026-01-26,zz500,zz500,-0.01777726803532509,2.4047583107037362,False
2026-01-27,zz500,zz500,0.006422232601587918,2.420202227925677,False
2026-01-28,zz500,zz500,0.008353637312913387,2.4404197195616733,False
2026-01-29,zz500,zz500,-0.01150615579334957,2.412339870067234,False
2026-01-30,zz500,zz500,-0.01757653358165523,2.3699392973306317,False
2026-02-02,cash,cash,-0.001,2.3675693580333013,False
2026-02-03,cash,cash,0.0,2.3675693580333013,False
2026-02-04,cash,cash,0.0,2.3675693580333013,False
2026-02-05,cash,cash,0.0,2.3675693580333013,False
2026-02-06,cash,cash,0.0,2.3675693580333013,False
2026-02-09,cash,cash,0.0,2.3675693580333013,False
2026-02-10,cash,cash,0.0,2.3675693580333013,False
2026-02-11,cash,cash,0.0,2.3675693580333013,False
2026-02-12,cash,cash,0.0,2.3675693580333013,False
2026-02-13,cash,cash,0.0,2.3675693580333013,False
2026-02-24,cash,cash,0.0,2.3675693580333013,False
2026-02-25,cash,cash,0.0,2.3675693580333013,False
2026-02-26,cash,cash,0.0,2.3675693580333013,False
2026-02-27,cash,cash,0.0,2.3675693580333013,False
2026-03-02,zz500,zz500,-0.0014578230513906379,2.364117860847394,False
2026-03-03,zz500,zz500,-0.0409939310660713,2.267203376227748,False
2026-03-04,zz500,zz500,-0.006925373134328283,2.251502146875962,False
2026-03-05,zz500,zz500,0.006492725742455185,2.2661205328241767,False
2026-03-06,zz500,zz500,0.005973002030820629,2.2796560753688198,False
2026-03-09,zz500,zz500,-0.007718798242489,2.2620598700607837,False
2026-03-10,zz500,zz500,0.014959310674964144,2.295898726422392,False
2026-03-11,zz500,zz500,-0.00153283810871363,2.2923794853607844,False
2026-03-12,zz500,zz500,-0.004959848842701953,2.281009629623284,False
2026-03-13,zz500,zz500,-0.013648231663897503,2.249877881770604,False
2026-03-16,zz500,zz500,-0.006256768138611424,2.2358009175241755,False
2026-03-17,zz500,zz500,-0.021915486136336204,2.1868022535125666,False
2026-03-18,zz500,zz500,0.009655855409754999,2.2079176998822105,False
2026-03-19,zz500,zz500,-0.025870524767042657,2.150797710343816,False
2026-03-20,zz500,zz500,-0.016740088105726914,2.114793167175065,False
2026-03-23,zz500,cash,-0.001,2.11267837400789,True
2026-03-24,zz500,cash,0.0,2.11267837400789,False
2026-03-25,zz500,cash,0.0,2.11267837400789,False
2026-03-26,zz500,cash,0.0,2.11267837400789,False
2026-03-27,zz500,cash,0.0,2.11267837400789,False
2026-03-30,zz500,cash,0.0,2.11267837400789,False
2026-03-31,zz500,cash,0.0,2.11267837400789,False
2026-04-01,cash,cash,0.0,2.11267837400789,False
2026-04-02,cash,cash,0.0,2.11267837400789,False
2026-04-03,cash,cash,0.0,2.11267837400789,False
2026-04-07,cash,cash,0.0,2.11267837400789,False
2026-04-08,cash,cash,0.0,2.11267837400789,False
2026-04-09,cash,cash,0.0,2.11267837400789,False
2026-04-10,cash,cash,0.0,2.11267837400789,False
2026-04-13,cash,cash,0.0,2.11267837400789,False
2026-04-14,cash,cash,0.0,2.11267837400789,False
2026-04-15,cash,cash,0.0,2.11267837400789,False
2026-04-16,cash,cash,0.0,2.11267837400789,False
2026-04-17,cash,cash,0.0,2.11267837400789,False
2026-04-20,cash,cash,0.0,2.11267837400789,False
2026-04-21,cash,cash,0.0,2.11267837400789,False
2026-04-22,cash,cash,0.0,2.11267837400789,False
2026-04-23,cash,cash,0.0,2.11267837400789,False
2026-04-24,cash,cash,0.0,2.11267837400789,False
2026-04-27,cash,cash,0.0,2.11267837400789,False
2026-04-28,cash,cash,0.0,2.11267837400789,False
2026-04-29,cash,cash,0.0,2.11267837400789,False
2026-04-30,cash,cash,0.0,2.11267837400789,False
2026-05-06,kc50,kc50,0.053413542926239566,2.2255240110272982,False
2026-05-07,kc50,kc50,0.014334862385321001,2.257426591460602,False
2026-05-08,kc50,kc50,-0.02374222724703212,2.203830256332651,False
2026-05-11,kc50,kc50,0.04863925883034148,2.311022926588553,False
2026-05-12,kc50,kc50,0.002760905577029238,2.3174034426752135,False
2026-05-13,kc50,kc50,0.02698237885462551,2.3799325003244896,False
2026-05-14,kc50,kc50,-0.02680965147453085,2.316127339457881,False
2026-05-15,kc50,kc50,-0.015426997245179042,2.2803964493725806,False
2026-05-18,kc50,kc50,0.008953553441522155,2.3008141008498955,False
2026-05-19,kc50,kc50,0.03771491957848028,2.387589119628483,False
2026-05-20,kc50,kc50,0.032068412613575736,2.4641553126684133,False
2026-05-21,kc50,kc50,-0.03676851372345935,2.3735519842378294,False
2026-05-22,kc50,kc50,0.014516129032257963,2.4080067711057977,False
2026-05-25,kc50,kc50,0.05882352941176472,2.5496542282296684,False
2026-05-26,kc50,kc50,-0.01501501501501501,2.511371131709703,False
2026-05-27,kc50,kc50,-0.02896341463414631,2.4386332483217696,False
2026-05-28,kc50,kc50,0.016221873364730355,2.4781924480590662,False
2026-05-29,kc50,kc50,-0.05046343975283207,2.353134332760514,False
