date,equity,drawdown,position
2020-07-14,1.0,0.0,cash
2020-07-15,1.0,0.0,cash
2020-07-16,1.0,0.0,cash
2020-07-17,1.0,0.0,cash
2020-07-20,1.0,0.0,cash
2020-07-21,1.0,0.0,cash
2020-07-22,1.0,0.0,cash
2020-07-23,1.0,0.0,cash
2020-07-24,1.0,0.0,cash
2020-07-27,1.0,0.0,cash
2020-07-28,1.0,0.0,cash
2020-07-29,1.0,0.0,cash
2020-07-30,1.0,0.0,cash
2020-07-31,1.0,0.0,cash
2020-08-03,1.0,0.0,cash
2020-08-04,1.0,0.0,cash
2020-08-05,1.0,0.0,cash
2020-08-06,1.0,0.0,cash
2020-08-07,1.0,0.0,cash
2020-08-10,1.0,0.0,cash
2020-08-11,1.0,0.0,cash
2020-08-12,1.0,0.0,cash
2020-08-13,1.0,0.0,cash
2020-08-14,1.0,0.0,cash
2020-08-17,1.0,0.0,cash
2020-08-18,1.0,0.0,cash
2020-08-19,1.0,0.0,cash
2020-08-20,1.0,0.0,cash
2020-08-21,1.0,0.0,cash
2020-08-24,1.0,0.0,cash
2020-08-25,1.0,0.0,cash
2020-08-26,1.0,0.0,cash
2020-08-27,1.0,0.0,cash
2020-08-28,1.0,0.0,cash
2020-08-31,1.0,0.0,cash
2020-09-01,1.0,0.0,cash
2020-09-02,1.0,0.0,cash
2020-09-03,1.0,0.0,cash
2020-09-04,1.0,0.0,cash
2020-09-07,1.0,0.0,cash
2020-09-08,1.0,0.0,cash
2020-09-09,1.0,0.0,cash
2020-09-10,1.0,0.0,cash
2020-09-11,1.0,0.0,cash
2020-09-14,1.0,0.0,cash
2020-09-15,1.0,0.0,cash
2020-09-16,1.0,0.0,cash
2020-09-17,1.0,0.0,cash
2020-09-18,1.0,0.0,cash
2020-09-21,1.0,0.0,cash
2020-09-22,1.0,0.0,cash
2020-09-23,1.0,0.0,cash
2020-09-24,1.0,0.0,cash
2020-09-25,1.0,0.0,cash
2020-09-28,1.0,0.0,cash
2020-09-29,1.0,0.0,cash
2020-09-30,1.0,0.0,cash
2020-10-09,1.0,0.0,cash
2020-10-12,1.0,0.0,cash
2020-10-13,1.0,0.0,cash
2020-10-14,1.0,0.0,cash
2020-10-15,1.0,0.0,cash
2020-10-16,1.0,0.0,cash
2020-10-19,1.0,0.0,cash
2020-10-20,1.0,0.0,cash
2020-10-21,1.0,0.0,cash
2020-10-22,1.0,0.0,cash
2020-10-23,1.0,0.0,cash
2020-10-26,1.0,0.0,cash
2020-10-27,1.0,0.0,cash
2020-10-28,1.0,0.0,cash
2020-10-29,1.0,0.0,cash
2020-10-30,1.0,0.0,cash
2020-11-02,1.0,0.0,cash
2020-11-03,1.0,0.0,cash
2020-11-04,1.0,0.0,cash
2020-11-05,1.0,0.0,cash
2020-11-06,1.0,0.0,cash
2020-11-09,1.0,0.0,cash
2020-11-10,1.0,0.0,cash
2020-11-11,1.0,0.0,cash
2020-11-12,1.0,0.0,cash
2020-11-13,1.0,0.0,cash
2020-11-16,1.0,0.0,cash
2020-11-17,1.0,0.0,cash
2020-11-18,1.0,0.0,cash
2020-11-19,1.0,0.0,cash
2020-11-20,1.0,0.0,cash
2020-11-23,1.0,0.0,cash
2020-11-24,1.0,0.0,cash
2020-11-25,1.0,0.0,cash
2020-11-26,1.0,0.0,cash
2020-11-27,1.0,0.0,cash
2020-11-30,1.0,0.0,cash
2020-12-01,1.0,0.0,cash
2020-12-02,1.0,0.0,cash
2020-12-03,1.0,0.0,cash
2020-12-04,1.0,0.0,cash
2020-12-07,1.0,0.0,cash
2020-12-08,1.0,0.0,cash
2020-12-09,1.0,0.0,cash
2020-12-10,1.0,0.0,cash
2020-12-11,1.0,0.0,cash
2020-12-14,1.0,0.0,cash
2020-12-15,1.0,0.0,cash
2020-12-16,1.0,0.0,cash
2020-12-17,1.0,0.0,cash
2020-12-18,1.0,0.0,cash
2020-12-21,1.0,0.0,cash
2020-12-22,1.0,0.0,cash
2020-12-23,1.0,0.0,cash
2020-12-24,1.0,0.0,cash
2020-12-25,1.0,0.0,cash
2020-12-28,1.0,0.0,cash
2020-12-29,1.0,0.0,cash
2020-12-30,1.0,0.0,cash
2020-12-31,1.0,0.0,cash
2021-01-04,1.0373810188415908,0.0,cyb
2021-01-05,1.041564006820791,0.0,cyb
2021-01-06,1.046792741794791,0.0,cyb
2021-01-07,1.0652676053695909,0.0,cyb
2021-01-08,1.0582959587375909,-0.006544502617801151,cyb
2021-01-11,1.041912589152391,-0.021924083769633507,cyb
2021-01-12,1.0722392520015909,0.0,cyb
2021-01-13,1.054461553089991,-0.016579973992197683,cyb
2021-01-14,1.0412154244891911,-0.02893368010403119,cyb
2021-01-15,1.0422611714839911,-0.0279583875162549,cyb
2021-01-18,1.0617817820535909,-0.009752925877763441,cyb
2021-01-19,1.037381018841591,-0.03250975292587788,cyb
2021-01-20,1.0792108986335907,0.0,cyb
2021-01-21,1.1070974851615905,0.0,cyb
2021-01-22,1.1297553367155901,0.0,cyb
2021-01-25,1.1301039190471902,0.0,cyb
2021-01-26,1.0987315092031904,-0.02776064157927216,cyb
2021-01-27,1.1036116618455902,-0.02344231955582987,cyb
2021-01-28,1.0656161877011905,-0.057063541024059417,cyb
2021-01-29,1.0558558824163906,-0.0657001850709441,cyb
2021-02-01,1.0548000265339743,-0.06663448488587309,cash
2021-02-02,1.0548000265339743,-0.06663448488587309,cash
2021-02-03,1.0548000265339743,-0.06663448488587309,cash
2021-02-04,1.0548000265339743,-0.06663448488587309,cash
2021-02-05,1.0548000265339743,-0.06663448488587309,cash
2021-02-08,1.0548000265339743,-0.06663448488587309,cash
2021-02-09,1.0548000265339743,-0.06663448488587309,cash
2021-02-10,1.0548000265339743,-0.06663448488587309,cash
2021-02-18,1.0548000265339743,-0.06663448488587309,cash
2021-02-19,1.0548000265339743,-0.06663448488587309,cash
2021-02-22,1.0548000265339743,-0.06663448488587309,cash
2021-02-23,1.0548000265339743,-0.06663448488587309,cash
2021-02-24,1.0548000265339743,-0.06663448488587309,cash
2021-02-25,1.0548000265339743,-0.06663448488587309,cash
2021-02-26,1.0548000265339743,-0.06663448488587309,cash
2021-03-01,1.0677452268596168,-0.055179608827610305,dividend
2021-03-02,1.0617511481160187,-0.060483615514581146,dividend
2021-03-03,1.0877254893382773,-0.03749958653770791,dividend
2021-03-04,1.0861270683399844,-0.038913988320900095,dividend
2021-03-05,1.0749381213519345,-0.04881480080324563,dividend
2021-03-08,1.0705424636066292,-0.05270440570702406,dividend
2021-03-09,1.066146805861324,-0.0565940106108026,dividend
2021-03-10,1.0601527271177258,-0.06189801729777333,dividend
2021-03-11,1.0789341738476668,-0.04527879634526488,dividend
2021-03-12,1.089723515586143,-0.03573158430871781,dividend
2021-03-15,1.0997136468254733,-0.026891573163766558,dividend
2021-03-16,1.1009124625741928,-0.0258307718263725,dividend
2021-03-17,1.095317989080168,-0.0307811780675451,dividend
2021-03-18,1.095317989080168,-0.0307811780675451,dividend
2021-03-19,1.0885246998374236,-0.03679238564611187,dividend
2021-03-22,1.098914436326327,-0.027598774055362596,dividend
2021-03-23,1.0905227260852897,-0.03502438341712155,dividend
2021-03-24,1.0713416741057755,-0.05199720481542802,dividend
2021-03-25,1.0721408846049219,-0.051290003923832095,dividend
2021-03-26,1.0849282525912645,-0.039974789658294485,dividend
2021-03-29,1.0993140415759,-0.0272451736095648,dividend
2021-03-30,1.0989144363263268,-0.027598774055362818,dividend
2021-03-31,1.0961171995793142,-0.030073977175949285,dividend
2021-04-01,1.1159383992437293,-0.012534705494521403,medicine
2021-04-02,1.124271951444463,-0.005160558692376083,medicine
2021-04-06,1.1053320600791587,-0.02191998324270661,medicine
2021-04-07,1.0992712948422614,-0.027282999098812377,medicine
2021-04-08,1.1212415688260142,-0.007842066620428967,medicine
2021-04-09,1.1004076883241793,-0.026277433625792823,medicine
2021-04-12,1.0689674686577744,-0.05409807837934144,medicine
2021-04-13,1.0791950099950387,-0.0450479891221629,medicine
2021-04-14,1.0791950099950387,-0.0450479891221629,medicine
2021-04-15,1.0701038621396926,-0.053092512906321665,medicine
2021-04-16,1.0640430969027952,-0.05845552876242743,medicine
2021-04-19,1.0958621143965062,-0.03029969551787226,medicine
2021-04-20,1.0985136991876487,-0.027953376080826042,medicine
2021-04-21,1.1223779623079322,-0.006836501147409413,medicine
2021-04-22,1.1227567601352382,-0.006501312656402969,medicine
2021-04-23,1.1485150123920522,0.0,medicine
2021-04-26,1.1432118428097668,-0.004617414248021312,medicine
2021-04-27,1.1735156689942539,0.0,medicine
2021-04-28,1.1977587299418433,0.0,medicine
2021-04-29,1.1932131560141703,-0.003795066413662229,medicine
2021-04-30,1.2129106430340868,0.0,medicine
2021-05-06,1.1595001493839288,-0.044034978138663305,medicine
2021-05-07,1.1307115145086664,-0.06777014366021217,medicine
2021-05-10,1.1530605863197254,-0.049344159900062357,medicine
2021-05-11,1.1754096581307845,-0.030918176139912434,medicine
2021-05-12,1.1928343581868643,-0.0165521549031854,medicine
2021-05-13,1.1996527190783737,-0.010930668332292393,medicine
2021-05-14,1.22806255612633,0.0,medicine
2021-05-17,1.25419960621045,0.0,medicine
2021-05-18,1.2432144692185734,-0.008758683177287896,medicine
2021-05-19,1.2394264909455124,-0.01177891875566306,medicine
2021-05-20,1.2348809170178394,-0.015403201449713189,medicine
2021-05-21,1.2174562169617595,-0.02929628511023863,medicine
2021-05-24,1.2110166538975562,-0.034430685593476285,medicine
2021-05-25,1.2473812453189406,-0.0054364240410750275,medicine
2021-05-26,1.2458660540097162,-0.006644518272425071,medicine
2021-05-27,1.2553359996923683,0.0,medicine
2021-05-28,1.2303353430901667,-0.01991550995775493,medicine
2021-05-31,1.2485176388008585,-0.005431502715751546,medicine
2021-06-01,1.2385069567501323,-0.013406006795280367,new_energy
2021-06-02,1.2297586735036632,-0.020374884648391434,new_energy
2021-06-03,1.2097625975117337,-0.03630374831264527,new_energy
2021-06-04,1.227259164004672,-0.022365992606423135,new_energy
2021-06-07,1.2072630880127424,-0.03829485627067708,new_energy
2021-06-08,1.196015295267282,-0.04725484208181985,new_energy
2021-06-09,1.2022640690147601,-0.04227707218674037,new_energy
2021-06-10,1.2535040137440794,-0.0014593590470900475,new_energy
2021-06-11,1.2759995992350002,0.0,new_energy
2021-06-15,1.2635020517400442,-0.009794319294809117,new_energy
2021-06-16,1.1985148047662735,-0.06072477962781586,new_energy
2021-06-17,1.2197606355076986,-0.04407443682664047,new_energy
2021-06-18,1.2635020517400442,-0.009794319294809117,new_energy
2021-06-21,1.2809986182329824,0.0,new_energy
2021-06-22,1.2847478824814693,0.0,new_energy
2021-06-23,1.3134922417198678,0.0,new_energy
2021-06-24,1.3234902797158326,0.0,new_energy
2021-06-25,1.3422366009582667,0.0,new_energy
2021-06-28,1.3634824316996916,0.0,new_energy
2021-06-29,1.3822287529421255,0.0,new_energy
2021-06-30,1.410973112180524,0.0,new_energy
2021-07-01,1.3759799791946474,-0.024800708591674048,new_energy
2021-07-02,1.3659819411986827,-0.03188662533215236,new_energy
2021-07-05,1.3947263004370813,-0.011514614703277193,new_energy
2021-07-06,1.3797292434431343,-0.02214348981399461,new_energy
2021-07-07,1.4647125664088343,0.0,new_energy
2021-07-08,1.5034549636431978,0.0,new_energy
2021-07-09,1.5209515301361363,0.0,new_energy
2021-07-12,1.5771904938634378,0.0,new_energy
2021-07-13,1.5809397581119244,0.0,new_energy
2021-07-14,1.5284500586331098,-0.03320158102766779,new_energy
2021-07-15,1.5796900033624288,-0.0007905138339920903,new_energy
2021-07-16,1.5346988323805875,-0.029249011857707563,new_energy
2021-07-19,1.5084539826411802,-0.04584980237154135,new_energy
2021-07-20,1.5296998133826052,-0.03241106719367581,new_energy
2021-07-21,1.6046850983523409,0.0,new_energy
2021-07-22,1.6334294575907395,0.0,new_energy
2021-07-23,1.6209319100957837,-0.007651109410864443,new_energy
2021-07-26,1.6121836268493146,-0.013006885998469664,new_energy
2021-07-27,1.5109534921401717,-0.07498087222647265,new_energy
2021-07-28,1.5047047183926936,-0.0788064269319051,new_energy
2021-07-29,1.6134333815988102,-0.01224177505738322,new_energy
2021-07-30,1.6359289670897308,0.0,new_energy
2021-08-02,1.634293038122641,-0.0010000000000000009,cash
2021-08-03,1.634293038122641,-0.0010000000000000009,cash
2021-08-04,1.634293038122641,-0.0010000000000000009,cash
2021-08-05,1.634293038122641,-0.0010000000000000009,cash
2021-08-06,1.634293038122641,-0.0010000000000000009,cash
2021-08-09,1.634293038122641,-0.0010000000000000009,cash
2021-08-10,1.634293038122641,-0.0010000000000000009,cash
2021-08-11,1.634293038122641,-0.0010000000000000009,cash
2021-08-12,1.634293038122641,-0.0010000000000000009,cash
2021-08-13,1.634293038122641,-0.0010000000000000009,cash
2021-08-16,1.634293038122641,-0.0010000000000000009,cash
2021-08-17,1.634293038122641,-0.0010000000000000009,cash
2021-08-18,1.634293038122641,-0.0010000000000000009,cash
2021-08-19,1.634293038122641,-0.0010000000000000009,cash
2021-08-20,1.634293038122641,-0.0010000000000000009,cash
2021-08-23,1.634293038122641,-0.0010000000000000009,cash
2021-08-24,1.634293038122641,-0.0010000000000000009,cash
2021-08-25,1.634293038122641,-0.0010000000000000009,cash
2021-08-26,1.634293038122641,-0.0010000000000000009,cash
2021-08-27,1.634293038122641,-0.0010000000000000009,cash
2021-08-30,1.634293038122641,-0.0010000000000000009,cash
2021-08-31,1.634293038122641,-0.0010000000000000009,cash
2021-09-01,1.634293038122641,-0.0010000000000000009,cash
2021-09-02,1.634293038122641,-0.0010000000000000009,cash
2021-09-03,1.634293038122641,-0.0010000000000000009,cash
2021-09-06,1.634293038122641,-0.0010000000000000009,cash
2021-09-07,1.634293038122641,-0.0010000000000000009,cash
2021-09-08,1.634293038122641,-0.0010000000000000009,cash
2021-09-09,1.634293038122641,-0.0010000000000000009,cash
2021-09-10,1.634293038122641,-0.0010000000000000009,cash
2021-09-13,1.634293038122641,-0.0010000000000000009,cash
2021-09-14,1.634293038122641,-0.0010000000000000009,cash
2021-09-15,1.634293038122641,-0.0010000000000000009,cash
2021-09-16,1.634293038122641,-0.0010000000000000009,cash
2021-09-17,1.634293038122641,-0.0010000000000000009,cash
2021-09-22,1.634293038122641,-0.0010000000000000009,cash
2021-09-23,1.634293038122641,-0.0010000000000000009,cash
2021-09-24,1.634293038122641,-0.0010000000000000009,cash
2021-09-27,1.634293038122641,-0.0010000000000000009,cash
2021-09-28,1.634293038122641,-0.0010000000000000009,cash
2021-09-29,1.634293038122641,-0.0010000000000000009,cash
2021-09-30,1.634293038122641,-0.0010000000000000009,cash
2021-10-08,1.634293038122641,-0.0010000000000000009,cash
2021-10-11,1.634293038122641,-0.0010000000000000009,cash
2021-10-12,1.634293038122641,-0.0010000000000000009,cash
2021-10-13,1.634293038122641,-0.0010000000000000009,cash
2021-10-14,1.634293038122641,-0.0010000000000000009,cash
2021-10-15,1.634293038122641,-0.0010000000000000009,cash
2021-10-18,1.634293038122641,-0.0010000000000000009,cash
2021-10-19,1.634293038122641,-0.0010000000000000009,cash
2021-10-20,1.634293038122641,-0.0010000000000000009,cash
2021-10-21,1.634293038122641,-0.0010000000000000009,cash
2021-10-22,1.634293038122641,-0.0010000000000000009,cash
2021-10-25,1.634293038122641,-0.0010000000000000009,cash
2021-10-26,1.634293038122641,-0.0010000000000000009,cash
2021-10-27,1.634293038122641,-0.0010000000000000009,cash
2021-10-28,1.634293038122641,-0.0010000000000000009,cash
2021-10-29,1.634293038122641,-0.0010000000000000009,cash
2021-11-01,1.634293038122641,-0.0010000000000000009,cash
2021-11-02,1.634293038122641,-0.0010000000000000009,cash
2021-11-03,1.634293038122641,-0.0010000000000000009,cash
2021-11-04,1.634293038122641,-0.0010000000000000009,cash
2021-11-05,1.634293038122641,-0.0010000000000000009,cash
2021-11-08,1.634293038122641,-0.0010000000000000009,cash
2021-11-09,1.634293038122641,-0.0010000000000000009,cash
2021-11-10,1.634293038122641,-0.0010000000000000009,cash
2021-11-11,1.634293038122641,-0.0010000000000000009,cash
2021-11-12,1.634293038122641,-0.0010000000000000009,cash
2021-11-15,1.634293038122641,-0.0010000000000000009,cash
2021-11-16,1.634293038122641,-0.0010000000000000009,cash
2021-11-17,1.634293038122641,-0.0010000000000000009,cash
2021-11-18,1.634293038122641,-0.0010000000000000009,cash
2021-11-19,1.634293038122641,-0.0010000000000000009,cash
2021-11-22,1.634293038122641,-0.0010000000000000009,cash
2021-11-23,1.634293038122641,-0.0010000000000000009,cash
2021-11-24,1.634293038122641,-0.0010000000000000009,cash
2021-11-25,1.634293038122641,-0.0010000000000000009,cash
2021-11-26,1.634293038122641,-0.0010000000000000009,cash
2021-11-29,1.634293038122641,-0.0010000000000000009,cash
2021-11-30,1.634293038122641,-0.0010000000000000009,cash
2021-12-01,1.634293038122641,-0.0010000000000000009,cash
2021-12-02,1.634293038122641,-0.0010000000000000009,cash
2021-12-03,1.634293038122641,-0.0010000000000000009,cash
2021-12-06,1.634293038122641,-0.0010000000000000009,cash
2021-12-07,1.634293038122641,-0.0010000000000000009,cash
2021-12-08,1.634293038122641,-0.0010000000000000009,cash
2021-12-09,1.634293038122641,-0.0010000000000000009,cash
2021-12-10,1.634293038122641,-0.0010000000000000009,cash
2021-12-13,1.634293038122641,-0.0010000000000000009,cash
2021-12-14,1.634293038122641,-0.0010000000000000009,cash
2021-12-15,1.634293038122641,-0.0010000000000000009,cash
2021-12-16,1.634293038122641,-0.0010000000000000009,cash
2021-12-17,1.634293038122641,-0.0010000000000000009,cash
2021-12-20,1.634293038122641,-0.0010000000000000009,cash
2021-12-21,1.634293038122641,-0.0010000000000000009,cash
2021-12-22,1.634293038122641,-0.0010000000000000009,cash
2021-12-23,1.634293038122641,-0.0010000000000000009,cash
2021-12-24,1.634293038122641,-0.0010000000000000009,cash
2021-12-27,1.634293038122641,-0.0010000000000000009,cash
2021-12-28,1.634293038122641,-0.0010000000000000009,cash
2021-12-29,1.634293038122641,-0.0010000000000000009,cash
2021-12-30,1.634293038122641,-0.0010000000000000009,cash
2021-12-31,1.634293038122641,-0.0010000000000000009,cash
2022-01-04,1.634293038122641,-0.0010000000000000009,cash
2022-01-05,1.634293038122641,-0.0010000000000000009,cash
2022-01-06,1.634293038122641,-0.0010000000000000009,cash
2022-01-07,1.634293038122641,-0.0010000000000000009,cash
2022-01-10,1.634293038122641,-0.0010000000000000009,cash
2022-01-11,1.634293038122641,-0.0010000000000000009,cash
2022-01-12,1.634293038122641,-0.0010000000000000009,cash
2022-01-13,1.634293038122641,-0.0010000000000000009,cash
2022-01-14,1.634293038122641,-0.0010000000000000009,cash
2022-01-17,1.634293038122641,-0.0010000000000000009,cash
2022-01-18,1.634293038122641,-0.0010000000000000009,cash
2022-01-19,1.634293038122641,-0.0010000000000000009,cash
2022-01-20,1.634293038122641,-0.0010000000000000009,cash
2022-01-21,1.634293038122641,-0.0010000000000000009,cash
2022-01-24,1.634293038122641,-0.0010000000000000009,cash
2022-01-25,1.634293038122641,-0.0010000000000000009,cash
2022-01-26,1.634293038122641,-0.0010000000000000009,cash
2022-01-27,1.634293038122641,-0.0010000000000000009,cash
2022-01-28,1.634293038122641,-0.0010000000000000009,cash
2022-02-07,1.634293038122641,-0.0010000000000000009,cash
2022-02-08,1.634293038122641,-0.0010000000000000009,cash
2022-02-09,1.634293038122641,-0.0010000000000000009,cash
2022-02-10,1.634293038122641,-0.0010000000000000009,cash
2022-02-11,1.634293038122641,-0.0010000000000000009,cash
2022-02-14,1.634293038122641,-0.0010000000000000009,cash
2022-02-15,1.634293038122641,-0.0010000000000000009,cash
2022-02-16,1.634293038122641,-0.0010000000000000009,cash
2022-02-17,1.634293038122641,-0.0010000000000000009,cash
2022-02-18,1.634293038122641,-0.0010000000000000009,cash
2022-02-21,1.634293038122641,-0.0010000000000000009,cash
2022-02-22,1.634293038122641,-0.0010000000000000009,cash
2022-02-23,1.634293038122641,-0.0010000000000000009,cash
2022-02-24,1.634293038122641,-0.0010000000000000009,cash
2022-02-25,1.634293038122641,-0.0010000000000000009,cash
2022-02-28,1.634293038122641,-0.0010000000000000009,cash
2022-03-01,1.634293038122641,-0.0010000000000000009,cash
2022-03-02,1.634293038122641,-0.0010000000000000009,cash
2022-03-03,1.634293038122641,-0.0010000000000000009,cash
2022-03-04,1.634293038122641,-0.0010000000000000009,cash
2022-03-07,1.634293038122641,-0.0010000000000000009,cash
2022-03-08,1.634293038122641,-0.0010000000000000009,cash
2022-03-09,1.634293038122641,-0.0010000000000000009,cash
2022-03-10,1.634293038122641,-0.0010000000000000009,cash
2022-03-11,1.634293038122641,-0.0010000000000000009,cash
2022-03-14,1.634293038122641,-0.0010000000000000009,cash
2022-03-15,1.634293038122641,-0.0010000000000000009,cash
2022-03-16,1.634293038122641,-0.0010000000000000009,cash
2022-03-17,1.634293038122641,-0.0010000000000000009,cash
2022-03-18,1.634293038122641,-0.0010000000000000009,cash
2022-03-21,1.634293038122641,-0.0010000000000000009,cash
2022-03-22,1.634293038122641,-0.0010000000000000009,cash
2022-03-23,1.634293038122641,-0.0010000000000000009,cash
2022-03-24,1.634293038122641,-0.0010000000000000009,cash
2022-03-25,1.634293038122641,-0.0010000000000000009,cash
2022-03-28,1.634293038122641,-0.0010000000000000009,cash
2022-03-29,1.634293038122641,-0.0010000000000000009,cash
2022-03-30,1.634293038122641,-0.0010000000000000009,cash
2022-03-31,1.634293038122641,-0.0010000000000000009,cash
2022-04-01,1.634293038122641,-0.0010000000000000009,cash
2022-04-06,1.634293038122641,-0.0010000000000000009,cash
2022-04-07,1.634293038122641,-0.0010000000000000009,cash
2022-04-08,1.634293038122641,-0.0010000000000000009,cash
2022-04-11,1.634293038122641,-0.0010000000000000009,cash
2022-04-12,1.634293038122641,-0.0010000000000000009,cash
2022-04-13,1.634293038122641,-0.0010000000000000009,cash
2022-04-14,1.634293038122641,-0.0010000000000000009,cash
2022-04-15,1.634293038122641,-0.0010000000000000009,cash
2022-04-18,1.634293038122641,-0.0010000000000000009,cash
2022-04-19,1.634293038122641,-0.0010000000000000009,cash
2022-04-20,1.634293038122641,-0.0010000000000000009,cash
2022-04-21,1.634293038122641,-0.0010000000000000009,cash
2022-04-22,1.634293038122641,-0.0010000000000000009,cash
2022-04-25,1.634293038122641,-0.0010000000000000009,cash
2022-04-26,1.634293038122641,-0.0010000000000000009,cash
2022-04-27,1.634293038122641,-0.0010000000000000009,cash
2022-04-28,1.634293038122641,-0.0010000000000000009,cash
2022-04-29,1.634293038122641,-0.0010000000000000009,cash
2022-05-05,1.634293038122641,-0.0010000000000000009,cash
2022-05-06,1.634293038122641,-0.0010000000000000009,cash
2022-05-09,1.634293038122641,-0.0010000000000000009,cash
2022-05-10,1.634293038122641,-0.0010000000000000009,cash
2022-05-11,1.634293038122641,-0.0010000000000000009,cash
2022-05-12,1.634293038122641,-0.0010000000000000009,cash
2022-05-13,1.634293038122641,-0.0010000000000000009,cash
2022-05-16,1.634293038122641,-0.0010000000000000009,cash
2022-05-17,1.634293038122641,-0.0010000000000000009,cash
2022-05-18,1.634293038122641,-0.0010000000000000009,cash
2022-05-19,1.634293038122641,-0.0010000000000000009,cash
2022-05-20,1.634293038122641,-0.0010000000000000009,cash
